SEED,protected_att,target,method,anon_parameter,supp_level,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
29,sex,v_decile_score,k-anonymity,10,20,0.146896166034922,0.10661268556005399,-0.0037904679053004653,0.09371592148309704,0.046049302392828784,0.7433712121212122,0.7396733909702209,0.6826241134751773,0.8071278825995807,0.7489870846503949,"[[400 179]
 [ 92 385]]",0.37061608,1.8853342533111572,0.16123495
30,sex,v_decile_score,k-anonymity,10,20,0.1426233453670277,0.021754121998620812,-0.035395106297633316,0.09243318180352711,0.05627705627705626,0.7632575757575758,0.7600767754318618,0.7135135135135136,0.813141683778234,0.7668520369682031,"[[410 159]
 [ 91 396]]",0.3721627,2.036007704328255,0.1618079
31,sex,v_decile_score,k-anonymity,10,20,0.060185185185185175,-0.04057971014492745,-0.01678240740740744,0.014449454071378154,0.08198051948051954,0.7727272727272727,0.7647058823529411,0.7276119402985075,0.8057851239669421,0.7752701843610935,"[[426 146]
 [ 94 390]]",0.35949644,2.1986350282302087,0.15443966
32,sex,v_decile_score,k-anonymity,10,20,0.1973379629629629,0.0664490813744546,-0.06365740740740744,0.1719212253829322,-0.019658792650918633,0.7604166666666666,0.760643330179754,0.6895368782161235,0.8481012658227848,0.7685523511244507,"[[401 181]
 [ 72 402]]",0.3693147,2.997286558151245,0.16062587
33,sex,v_decile_score,k-anonymity,10,20,0.10078983516483514,-0.029678999686689966,-0.042925824175824134,0.057656626610483985,0.047958331285931854,0.7831439393939394,0.7783155856727977,0.7628083491461101,0.7944664031620553,0.7835968379446641,"[[425 125]
 [104 402]]",0.37571853,1.4998222311841012,0.15852204
34,sex,v_decile_score,k-anonymity,10,20,0.10781181810247015,-0.0744905608941594,-0.05860172820109977,0.06655571065535634,0.07956738092820148,0.7585227272727273,0.7569113441372736,0.7297794117647058,0.7861386138613862,0.7596754775296042,"[[404 147]
 [108 397]]",0.3495559,2.484474742728622,0.1603949
35,sex,v_decile_score,k-anonymity,10,20,0.20977206542444876,0.2974358974358975,0.07758752819075565,0.09598214285714285,0.05429437186428887,0.7679924242424242,0.7673314339981007,0.7050610820244329,0.8416666666666667,0.7741319444444444,"[[407 169]
 [ 76 404]]",0.3504368,2.8403570652008057,0.15619457
36,sex,v_decile_score,k-anonymity,10,20,0.06624770882429959,-0.04954792043399636,-0.03079340141398279,0.04258214404248256,0.0610215053763441,0.7462121212121212,0.7387914230019493,0.6755793226381461,0.8150537634408602,0.7535505703837126,"[[409 182]
 [ 86 379]]",0.3778597,1.8671942949295044,0.15748268
37,sex,v_decile_score,k-anonymity,10,20,0.15723557418092093,-0.0435179549604382,-0.07930523117934185,0.12658888174024938,0.028354978354978355,0.7642045454545454,0.7612655800575263,0.7127468581687613,0.8168724279835391,0.768085336798787,"[[410 160]
 [ 89 397]]",0.37541455,1.7612078918137093,0.15839678
38,sex,v_decile_score,k-anonymity,10,20,0.15039912917271403,0.04033613445378148,-0.02059143686502174,0.07811696988385239,0.09118541033434646,0.7623106060606061,0.7607244995233555,0.720216606498195,0.806060606060606,0.7648841354723708,"[[406 155]
 [ 96 399]]",0.3594588,1.4352948665618896,0.15504321
39,sex,v_decile_score,k-anonymity,10,20,0.11942889777270127,0.007932294431779119,0.006830382638492338,0.018713450292397654,0.14251157647384072,0.7821969696969697,0.7889908256880734,0.7570422535211268,0.8237547892720306,0.7826639114899478,"[[396 138]
 [ 92 430]]",0.40378708,1.7774002149759371,0.16169135
0,sex,v_decile_score,k-anonymity,10,30,0.1379457503286048,0.07738335350275649,-0.03644526382274116,0.07532253452423004,-0.0015541525012142676,0.7774621212121212,0.735658042744657,0.7917675544794189,0.6869747899159664,0.7693494639235005,"[[494  86]
 [149 327]]",0.42661777,2.2401318550109863,0.17105326
1,sex,v_decile_score,k-anonymity,10,30,0.1411597191535327,0.09717868338558,-0.02088345526259805,0.04782523446946178,0.032268170426065224,0.7916666666666666,0.7488584474885844,0.8346055979643766,0.6790890269151139,0.7828254907699478,"[[508  65]
 [155 328]]",0.46876335,2.1900183579332473,0.17669013
2,sex,v_decile_score,k-anonymity,10,30,0.11793947679115147,0.043954339599230785,-0.0532529671285652,0.09230581848552338,-0.07604619769011545,0.7850378787878788,0.7411630558722919,0.8165829145728644,0.6784968684759917,0.7759902020022938,"[[504  73]
 [154 325]]",0.50044584,1.7245376110076904,0.18526101
3,sex,v_decile_score,k-anonymity,10,30,0.076775367949031,-0.013589658601259491,-0.03953648411658939,0.01757439640651319,0.0328365542089748,0.8049242424242424,0.7784946236559139,0.8722891566265061,0.7029126213592233,0.802472946539131,"[[488  53]
 [153 362]]",0.4638815,1.9048608023370939,0.17097396
4,sex,v_decile_score,k-anonymity,10,30,0.2444390421781938,0.1791587602783048,-0.05226692597544669,0.15215611353711792,-0.1131979695431472,0.7992424242424242,0.7654867256637168,0.7972350230414746,0.7361702127659574,0.7929997821508967,"[[498  88]
 [124 346]]",0.50116754,2.143909031312753,0.18473828
5,sex,v_decile_score,k-anonymity,10,30,0.1241301118148409,0.038663663663663694,-0.057823129251700744,0.10005372011818425,-0.08732949701619774,0.7850378787878788,0.7572192513368984,0.8448687350835322,0.686046511627907,0.7828380706287683,"[[475  65]
 [162 354]]",0.48143408,1.483344846349392,0.18368152
6,sex,v_decile_score,k-anonymity,10,30,0.1667000839949061,0.024260461760461816,-0.09113176362207709,0.104235594154949,-0.07047419439350278,0.7831439393939394,0.7486278814489572,0.8482587064676617,0.6699410609037328,0.7792118467224332,"[[486  61]
 [168 341]]",0.43476444,1.5666245517450963,0.17566039
7,sex,v_decile_score,k-anonymity,10,30,0.16959101200882748,0.07926829268292679,-0.04765698890831438,0.12147647023915496,-0.054496951219512146,0.7859848484848485,0.7730923694779116,0.8122362869198312,0.7375478927203065,0.7854406130268199,"[[445  89]
 [137 385]]",0.4480453,1.8153669834136963,0.17994192
8,sex,v_decile_score,k-anonymity,10,30,0.1969625059326056,0.06952535245251801,-0.08111058376839109,0.1298585770564421,-0.08530701754385972,0.7859848484848485,0.7564655172413793,0.8200934579439252,0.702,0.7817553956834532,"[[479  77]
 [149 351]]",0.47699806,1.394775390625,0.17481855
9,sex,v_decile_score,k-anonymity,10,30,0.11562859306206008,0.012472766884531583,-0.068442749376034,0.08797417271993543,-0.06507551743427187,0.7793560606060606,0.7481081081081081,0.8480392156862745,0.6692456479690522,0.7771089093277543,"[[477  62]
 [171 346]]",0.47850806,1.4635898645016137,0.17773375
10,sex,v_decile_score,k-anonymity,10,30,0.12612149532710276,0.011089743589743573,-0.07612149532710277,0.12798389416163358,-0.09822349992628632,0.7982954545454546,0.7746031746031746,0.7837259100642399,0.7656903765690377,0.7954749460699859,"[[477 101]
 [112 366]]",0.47229356,1.5140133517253453,0.17649272
