SEED,protected_att,target,model_name,method,anon_parameter,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
7,SEX,PINCP,RandomForest,l-diversity,2,0.1918676561416241,0.1387564625607347,0.022948894281890175,0.13435391870638635,0.09710919784242411,0.6959747671973565,0.717282605659376,0.6671689877364373,0.7755360918151616,0.6964026440551756,"[[10330  6405]
 [ 3716 12839]]",0.014365210603701665,1.1481836803096046,0.012879204450742034
8,SEX,PINCP,RandomForest,l-diversity,2,-0.010350907646709762,-0.011588249182875932,0.09970618438664736,-0.11631938642577838,0.19842114231386354,0.6670171222589366,0.7124439025655659,0.6301973382285452,0.8193806313025837,0.6659664030023293,"[[ 8473  8058]
 [ 3027 13732]]",0.012928392876168092,0.7235767288237873,0.01131920168406505
9,SEX,PINCP,RandomForest,l-diversity,2,0.15859308166468233,0.11007393038499536,0.02319078630524396,0.07514054106331164,0.11344366145373519,0.7175728446981076,0.7240225431489962,0.7081419384474047,0.7406317559452318,0.7175631432689257,"[[11555  5083]
 [ 4319 12333]]",0.03666170180492326,1.587423740960126,0.032863517618184256
10,SEX,PINCP,RandomForest,l-diversity,2,0.1968825504829445,0.15202039668796719,0.03165839728126052,0.12263671144437982,0.11237683756564065,0.6999098828477021,0.716772510773418,0.6753753272426136,0.7635759589247961,0.7002522758472203,"[[10659  6076]
 [ 3914 12641]]",0.013303788041983247,0.8298448216603255,0.0119720519169143
11,SEX,PINCP,RandomForest,l-diversity,2,0.1869983769854422,0.13045751502059344,0.036675883351440564,0.11645588469026674,0.11999977460439548,0.7038149594472815,0.7282998071093966,0.6628046945531146,0.808158023483366,0.7056199256630433,"[[10215  6723]
 [ 3137 13215]]",0.022498285398475055,1.733109345191579,0.020187845250977186
12,SEX,PINCP,RandomForest,l-diversity,2,0.17188173228858944,0.1254471756161578,0.018566418015685704,0.09252488105112311,0.10261037010103424,0.7152598377891258,0.7178449173984224,0.7042812919806086,0.7319412407429889,0.7154294690870036,"[[11753  5063]
 [ 4416 12058]]",0.03524854523323579,1.4856078981771608,0.03160481277995045
13,SEX,PINCP,RandomForest,l-diversity,2,0.19753980005771032,0.14983063875412173,0.03711537205102733,0.12941372390993272,0.10413349438519848,0.7043256233103034,0.7307639705681228,0.6727098756106159,0.7997844569512633,0.7039976058568711,"[[10089  6499]
 [ 3344 13358]]",0.022427761349135385,1.054201333151648,0.020159876111653
14,SEX,PINCP,RandomForest,l-diversity,2,0.19653991084476125,0.14712946072482724,0.02821954371304025,0.13125954649799187,0.10303325632507487,0.6988585160708921,0.719352761680804,0.6724237190558434,0.7733237029011677,0.6989969437988688,"[[10417  6259]
 [ 3766 12848]]",0.012968707818630635,0.9399449634406523,0.011486081247712863
15,SEX,PINCP,RandomForest,l-diversity,2,0.19744400740283113,0.13914156065955208,0.026556591361416526,0.13447564063164535,0.1021120256976511,0.7040552718534094,0.7269552685549582,0.6770779556014456,0.7847654380086165,0.7037290816536026,"[[10323  6255]
 [ 3597 13115]]",0.01255966806228234,0.927243062530374,0.011192009165818582
16,SEX,PINCP,RandomForest,l-diversity,2,0.18577614890559646,0.1278141550258849,0.032287812553535966,0.12360462291062357,0.10619104123289158,0.7045659357164313,0.732344536671656,0.6701030927835051,0.8073322932917316,0.7044361177719486,"[[10000  6624]
 [ 3211 13455]]",0.021397086357837103,1.2217866827936348,0.019149056263793193
17,SEX,PINCP,RandomForest,l-diversity,2,0.17792123528092002,0.12402155917887792,0.026882703316904344,0.1126734916675704,0.10856488190730706,0.7015920696905977,0.7220325703732722,0.673065887631071,0.7786830828655924,0.7019424624303442,"[[10454  6267]
 [ 3667 12902]]",0.01383296538016126,0.8588637829569142,0.012368692645217227
18,SEX,PINCP,RandomForest,l-diversity,2,0.1831193005211762,0.12171772915641177,0.025228071685174824,0.12975528225961808,0.09710688758464492,0.7016521477921298,0.7294912299814794,0.6682301282371139,0.8031184407796101,0.7014689405222154,"[[ 9966  6649]
 [ 3283 13392]]",0.021672997577645757,1.0803789999917746,0.019363578178952384
19,SEX,PINCP,RandomForest,l-diversity,2,0.18623539019751312,0.14665265326813282,0.026662804014777164,0.09295680970206324,0.10961209884648804,0.7194352658455992,0.7209774750552668,0.7152086296823139,0.7268401397421997,0.7194543459976579,"[[11883  4805]
 [ 4535 12067]]",0.03737599889755078,1.2611195215217634,0.03309038231170158
20,SEX,PINCP,RandomForest,l-diversity,2,-0.02113936450052334,-0.02958369075160805,0.09168787434324432,-0.1134580494915789,0.18635356310323703,0.6634424752177831,0.7093041357480152,0.6198811845267789,0.8288763568006792,0.6649590427375025,"[[ 8417  8382]
 [ 2822 13669]]",0.011982932537086738,0.7143986898495954,0.010460640316057262
21,SEX,PINCP,RandomForest,l-diversity,2,0.19657443848665784,0.1410898770955349,0.022975966777217693,0.135829826184377,0.09955291433070479,0.6996695704415741,0.7192834681042228,0.6697866555113993,0.7766796022313849,0.700370995305477,"[[10483  6315]
 [ 3683 12809]]",0.01301625745747967,0.9296399897429573,0.01152163104067337
22,SEX,PINCP,RandomForest,l-diversity,2,0.17484054858857223,0.1255269822806474,0.03072994955405106,0.10468928861388888,0.111550771087077,0.7021327726043857,0.7220540419329521,0.6801140563945507,0.7695065121280917,0.7017542227146017,"[[10494  6058]
 [ 3858 12880]]",0.013109158228395456,1.2166083159883587,0.011667748917044748
23,SEX,PINCP,RandomForest,l-diversity,2,0.1865360717396191,0.1278330464772156,0.022570562884279388,0.1287940467668215,0.10393532086739887,0.6961249624511865,0.7183427998663549,0.6701646838796821,0.7739845203095939,0.6960219178579794,"[[10274  6349]
 [ 3767 12900]]",0.012665085309570103,0.8915529308137922,0.011240154129797168
24,SEX,PINCP,RandomForest,l-diversity,2,0.16301114567428127,0.11554043964713323,0.018802625141752016,0.08256236019560037,0.1025102161656054,0.7185040552718535,0.7222337492960251,0.7137918912584954,0.7308776771252025,0.7184861883008842,"[[11736  4885]
 [ 4486 12183]]",0.036471231142303516,1.4367930609714443,0.03251238548646741
25,SEX,PINCP,RandomForest,l-diversity,2,0.16959342274704498,0.11925091125192766,0.02375067428436417,0.08124450750712386,0.11530167474011588,0.7202763592670471,0.725617302139195,0.7130943418080732,0.7385879671285466,0.720247711225384,"[[11665  4954]
 [ 4358 12313]]",0.035620508644979704,1.3172657490836222,0.0318008126556867
26,SEX,PINCP,RandomForest,l-diversity,2,0.20678153201170268,0.14737198472566349,0.02938440293239808,0.13998596457754248,0.11685417032668333,0.6978071492940823,0.7200578806767587,0.6661174895742161,0.783503906013444,0.6984814040408759,"[[10292  6485]
 [ 3575 12938]]",0.014101783081751,1.2978270324562569,0.01255362528457572
27,SEX,PINCP,RandomForest,l-diversity,2,0.18514467278632551,0.12984499926773496,0.029605838993656097,0.1185140898425101,0.1123584010831552,0.7008110543706819,0.7233487028498417,0.6737555624547242,0.780822739266011,0.7006617608693122,"[[10309  6305]
 [ 3655 13021]]",0.014323560835203055,0.9089889848174173,0.012808791900590462
28,SEX,PINCP,RandomForest,l-diversity,2,-0.011372036472355851,-0.01849662350565784,0.09704613293890996,-0.1157497701515739,0.20152732978717824,0.6681586061880445,0.7113178456633653,0.6287826287826288,0.8187943689086753,0.6683664669117411,"[[ 8633  8035]
 [ 3012 13610]]",0.011607769014788303,0.7416465624289716,0.010246939699460517
29,SEX,PINCP,RandomForest,l-diversity,2,0.179117964803239,0.13906752470349104,0.02605170660056777,0.09441864819077339,0.10492092521912333,0.7160708921598078,0.720272269902338,0.7035730804810361,0.7377834364011155,0.716266093051713,"[[11669  5127]
 [ 4325 12169]]",0.03616145887276334,1.4519122573536196,0.03217934527216244
30,SEX,PINCP,RandomForest,l-diversity,2,0.19246332852480175,0.13284539030002185,0.03033698794818418,0.12473166879233077,0.11450254674587668,0.7036948032442175,0.7267892754265456,0.6725790741785,0.7905043080074712,0.703944420223109,"[[10306  6387]
 [ 3477 13120]]",0.013222706744941795,0.8747857196009758,0.011700388670076512
31,SEX,PINCP,RandomForest,l-diversity,2,0.15686686640102693,0.11750036030946698,0.028682281851357683,0.06456540947003991,0.11855751245597546,0.7208471012316011,0.7234473112519716,0.7114011471380077,0.7359084579524127,0.7209620391473146,"[[11842  4931]
 [ 4362 12155]]",0.036073272354439016,1.3883377638356054,0.03227757129229832
32,SEX,PINCP,RandomForest,l-diversity,2,-0.020138518511973458,-0.01924666733041469,0.09404797026425593,-0.12210174700217202,0.19207649018825013,0.6685190747972364,0.70876989258663,0.6284163234743542,0.8126853476971494,0.6695680570417517,"[[ 8827  7940]
 [ 3095 13428]]",0.01196578793662954,0.80218792692538,0.010573131927571103
33,SEX,PINCP,RandomForest,l-diversity,2,0.1820013287621478,0.12865036285454223,0.038389819991857865,0.11304672175389785,0.11465385971793285,0.7047161309702613,0.7322401394639355,0.6696059383251133,0.8078009495762967,0.7047532764216838,"[[10019  6632]
 [ 3198 13441]]",0.022455203060438272,1.160132639053086,0.020143807713582918
34,SEX,PINCP,RandomForest,l-diversity,2,0.17620555398725035,0.11936475354019371,0.02288287693337976,0.1168638930626914,0.10722352630195431,0.6961550015019525,0.7165157927188139,0.6654693112603467,0.7760441962117532,0.6969767895079458,"[[10392  6426]
 [ 3689 12783]]",0.012763013362286723,1.3409656210532876,0.01127141137688977
35,SEX,PINCP,RandomForest,l-diversity,2,-0.02054638318855473,-0.02308323102731824,0.09673270156860203,-0.12275281906874669,0.1958734026939286,0.6675578251727246,0.7101741521539872,0.6259926131117267,0.8205143721633888,0.6686526528278918,"[[ 8664  8101]
 [ 2966 13559]]",0.011677008240789054,0.6621679888322223,0.01018671134276199
36,SEX,PINCP,RandomForest,l-diversity,2,0.18510674950991335,0.13502008724924353,0.02286954877789371,0.09876860465253423,0.109731374749655,0.7181435866626614,0.7243941841680129,0.7110893258750937,0.7382064176245211,0.7180722188207013,"[[11576  5010]
 [ 4373 12331]]",0.035857592535412694,1.4941308618820175,0.0319395803271037
37,SEX,PINCP,RandomForest,l-diversity,2,0.1816784224255909,0.13037438613429486,0.03160437708800945,0.11382127330173913,0.10983054225929512,0.7025232802643436,0.7250617729531637,0.6745880043395154,0.7836994358420357,0.7024402880437026,"[[10329  6299]
 [ 3604 13058]]",0.013226741694218653,0.9302200289681719,0.011754650899859862
38,SEX,PINCP,RandomForest,l-diversity,2,0.18978478933590925,0.12395622904605863,0.031731483543382066,0.1252771690620188,0.11735960154125857,0.7038149594472815,0.7304537998906506,0.6679332066793321,0.805887320545301,0.7042241772664273,"[[10070  6642]
 [ 3218 13360]]",0.022838856090863904,1.1243356860416467,0.02059863894733478
39,SEX,PINCP,RandomForest,l-diversity,2,0.20003130569322586,0.1499760821148518,0.027347981216583994,0.13912657229083247,0.09749076707913384,0.6973265244818264,0.7196594513382673,0.6699647741400746,0.777316985214569,0.6973601500658481,"[[10281  6371]
 [ 3705 12933]]",0.014795765858009168,0.8836961623559669,0.013112408510970017
0,SEX,PINCP,LGBM,l-diversity,2,0.16621567091655176,0.1213240784078865,0.027674931917279877,0.07222057953980826,0.12594657194685466,0.7179032742565334,0.7218717606989487,0.7090824460347938,0.7351308963686813,0.7179723414346997,"[[11712  5000]
 [ 4391 12187]]",0.03487676369795982,1.1537486636085428,0.03120783048029749
1,SEX,PINCP,LGBM,l-diversity,2,0.1974787762979921,0.14768450621924978,0.027960186676578735,0.1329541589865495,0.10043210312577744,0.7002403124061279,0.7207655930827993,0.6723921896209669,0.776638726406561,0.7005238283975104,"[[10432  6275]
 [ 3704 12879]]",0.013769865345448946,0.8797517789553552,0.012188050697654135
2,SEX,PINCP,LGBM,l-diversity,2,-0.01933753737900412,-0.024837581209395276,0.09752721842355527,-0.12056958516276323,0.19771946890832992,0.6649444277560829,0.710976368159204,0.6259524569968518,0.8227286356821589,0.6646595330080972,"[[ 8417  8198]
 [ 2956 13719]]",0.011022014517680485,0.73241253299986,0.0096669941203774
3,SEX,PINCP,LGBM,l-diversity,2,-0.010012368425600382,-0.01864534040147503,0.09377727765913502,-0.10995716765387797,0.18981341361194515,0.6731450886151997,0.7195835373553591,0.6350816540053678,0.8300237812128418,0.6714781929743625,"[[ 8448  8022]
 [ 2859 13961]]",0.010752900054703524,0.7127919103888195,0.009386850209949109
4,SEX,PINCP,LGBM,l-diversity,2,0.1806965387533374,0.11799689265464697,0.023877913293116393,0.11851031921211214,0.11243412097770045,0.700360468609192,0.722059684025746,0.6716255442670537,0.7806832560101223,0.700591433312675,"[[10358  6335]
 [ 3640 12957]]",0.014231115666146743,0.9663618411309091,0.012826186802747113
5,SEX,PINCP,LGBM,l-diversity,2,0.16107538794692106,0.10538246253703376,0.015624547097261132,0.07928380671554369,0.11744218045925547,0.7138780414538901,0.7168801830990102,0.7071897724607085,0.7268398529323127,0.713919956408069,"[[11706  4993]
 [ 4532 12059]]",0.03571417305399581,1.1203243072445213,0.03201613993029829
6,SEX,PINCP,LGBM,l-diversity,2,0.19668440973306545,0.14137677660521597,0.02899238212084221,0.12728597935296698,0.11148032961151777,0.7028537098227696,0.7234244813510038,0.676550570024056,0.7772770968517183,0.7028581807699659,"[[10461  6185]
 [ 3707 12937]]",0.013535647070161598,0.9041265914156874,0.01199044055318496
7,SEX,PINCP,LGBM,l-diversity,2,0.1917530495288226,0.1386555747479824,0.022948894281890175,0.13422127511970378,0.0971443606898389,0.6959747671973565,0.7172668100678827,0.6671863631639122,0.775475687103594,0.6964023192016326,"[[10331  6404]
 [ 3717 12838]]",0.01428958538678578,0.8814785181087447,0.012807636096851935
8,SEX,PINCP,LGBM,l-diversity,2,-0.01041335300701951,-0.011588249182875932,0.099768629746957,-0.11642736612559484,0.19847110059601203,0.6669870832081706,0.7124254215304799,0.6301684181542839,0.8193806313025837,0.6659361567982279,"[[ 8472  8059]
 [ 3027 13732]]",0.01289925667906901,0.7290895553830389,0.011290490691399887
9,SEX,PINCP,LGBM,l-diversity,2,0.1581506070660324,0.11002486742084294,0.02362380417110521,0.07438785289126859,0.11405196984120425,0.7174226494442776,0.7239487044047305,0.7078909612625538,0.7407518616382417,0.717412834293096,"[[11548  5090]
 [ 4317 12335]]",0.03629068229717936,1.4871871352948047,0.032494399245926814
10,SEX,PINCP,LGBM,l-diversity,2,0.1984120526285062,0.15353691668845293,0.031291926634584355,0.12422041076276114,0.1116804847392665,0.699969960949234,0.716572077185017,0.6757291945410757,0.7626698882512836,0.7003071580485578,"[[10676  6059]
 [ 3929 12626]]",0.013242874575633543,0.825626229386922,0.011918024722097204
11,SEX,PINCP,LGBM,l-diversity,2,0.18490725637550598,0.12821522905109495,0.036509363340539114,0.11453570337835373,0.12044538257588377,0.7036046860919195,0.7280544607667503,0.6626862676233004,0.8077299412915852,0.7054058845671529,"[[10215  6723]
 [ 3144 13208]]",0.02226581909967121,1.2153668448442088,0.019962099529355303
12,SEX,PINCP,LGBM,l-diversity,2,0.17241575938588155,0.1254494291720044,0.01812727121518376,0.09346157102625152,0.10188824361173543,0.7154701111444879,0.7180784570510149,0.7044498948843728,0.7322447493019303,0.7156406905405941,"[[11755  5061]
 [ 4411 12063]]",0.03517576521226926,1.2173132959110358,0.0315240965361351
13,SEX,PINCP,LGBM,l-diversity,2,0.19731082301265912,0.14963081859226746,0.03711537205102733,0.12914562739518742,0.1042043632217281,0.7043256233103034,0.7307345096430037,0.672744673349116,0.7996647108130763,0.7039980173308208,"[[10091  6497]
 [ 3346 13356]]",0.022334521025389804,0.9409527197495545,0.020069362139448547
14,SEX,PINCP,LGBM,l-diversity,2,0.1946078975240112,0.14412342423140456,0.02735470227016812,0.1301291550106865,0.10269458140762411,0.6990988284770201,0.7195924194496542,0.6726149981684023,0.773624653906344,0.6992373689296651,"[[10420  6256]
 [ 3761 12853]]",0.012952092389057727,0.936558300884993,0.011471733557230022
15,SEX,PINCP,LGBM,l-diversity,2,0.19744400740283113,0.13914156065955208,0.026556591361416526,0.13447564063164535,0.1021120256976511,0.7040552718534094,0.7269552685549582,0.6770779556014456,0.7847654380086165,0.7037290816536026,"[[10323  6255]
 [ 3597 13115]]",0.012490621017907882,0.8239641703076174,0.011122783015422674
16,SEX,PINCP,LGBM,l-diversity,2,0.1852845159858446,0.1268208632476423,0.032099429508010036,0.12352314488756183,0.10605269224823433,0.7046560528687293,0.7326226476667029,0.6699492688749626,0.8082323292931717,0.7045252118073173,"[[ 9988  6636]
 [ 3196 13470]]",0.02133972203850722,1.0069442427158788,0.0190876747487735
17,SEX,PINCP,LGBM,l-diversity,2,0.17685751713456516,0.12234957255477086,0.026554016399968128,0.11197303257058161,0.10844208289941337,0.7018624211474918,0.7223853878213197,0.6731831925763737,0.779346973263323,0.7022146025936256,"[[10452  6269]
 [ 3656 12913]]",0.013755023987910146,0.8675733369889437,0.012288701430053452
18,SEX,PINCP,LGBM,l-diversity,2,0.1820227069445548,0.12071525988650667,0.025264448414847873,0.12880781095717342,0.09753060031923944,0.7011715229798738,0.7290997222373509,0.6677807153190003,0.8028185907046477,0.7009879893035728,"[[ 9955  6660]
 [ 3288 13387]]",0.021602363581396722,1.03973013036528,0.01929872305625455
19,SEX,PINCP,LGBM,l-diversity,2,0.18661102407968932,0.14675306495605334,0.026402663578347974,0.09346399002245301,0.1091145213635234,0.7196755782517272,0.7211664873909406,0.7155223526621606,0.7269003734489821,0.7196941943946733,"[[11890  4798]
 [ 4534 12068]]",0.03715953651763909,1.308027533383043,0.03287872068370165
20,SEX,PINCP,LGBM,l-diversity,2,-0.02113936450052334,-0.02958369075160805,0.09168787434324432,-0.1134580494915789,0.18635356310323703,0.6634424752177831,0.7093041357480152,0.6198811845267789,0.8288763568006792,0.6649590427375025,"[[ 8417  8382]
 [ 2822 13669]]",0.011958680601459206,0.7089720080824705,0.010436786075352734
21,SEX,PINCP,LGBM,l-diversity,2,0.19645885827399018,0.14098831300859604,0.022975966777217693,0.1356957419794963,0.09958905144411156,0.6996695704415741,0.7192677037120233,0.6698044137642506,0.7766189667717681,0.7003704430239361,"[[10484  6314]
 [ 3684 12808]]",0.012989124936016571,0.943331405845717,0.01149115705976318
22,SEX,PINCP,LGBM,l-diversity,2,0.17076058122831117,0.12199697723778302,0.03072994955405106,0.09985636953076266,0.11296792462720495,0.7021327726043857,0.7215076110767848,0.6807822768708925,0.7674154618233958,0.7017659716076864,"[[10529  6023]
 [ 3893 12845]]",0.012990550301696154,0.9499664988943561,0.011555712704106044
23,SEX,PINCP,LGBM,l-diversity,2,0.1866517990859911,0.12803399091607826,0.022686290230651385,0.1287940467668215,0.10398525185585417,0.6961850405527186,0.718414165599421,0.6701989507038595,0.7741045179096419,0.6960819166580033,"[[10274  6349]
 [ 3765 12902]]",0.012677520012866166,0.8950451220450003,0.01124871877798066
24,SEX,PINCP,LGBM,l-diversity,2,0.15875077854261865,0.11259843272928316,0.020184254149455905,0.07679493571885926,0.10558139824518797,0.7185340943226194,0.7222222222222222,0.7138838422317295,0.7307576939228508,0.7185164439772489,"[[11739  4882]
 [ 4488 12181]]",0.03627305537244932,1.3025166467815814,0.032307914541151714
25,SEX,PINCP,LGBM,l-diversity,2,0.1688384785561317,0.11811720763636513,0.02362708016744408,0.08078168977110534,0.11538797088764297,0.7203364373685791,0.7258377996348431,0.7129056516457454,0.739247795573151,0.72030685103286,"[[11656  4963]
 [ 4347 12324]]",0.03540443592464984,1.2398418520290697,0.03160581639722841
26,SEX,PINCP,LGBM,l-diversity,2,0.20909621287507874,0.14977655340615637,0.0298473391050732,0.14217774539946026,0.11647591321474149,0.6980474617002103,0.7205915054480765,0.6659816061244412,0.7849573063646824,0.6987312609191239,"[[10276  6501]
 [ 3551 12962]]",0.013941947700656295,0.9439009122419788,0.012405554850586104
27,SEX,PINCP,LGBM,l-diversity,2,0.18520214405069335,0.12984499926773496,0.029548367729288372,0.11865005177316956,0.11229667886649353,0.7007810153199159,0.7233286115045968,0.6737207016091479,0.780822739266011,0.7006316657687945,"[[10308  6306]
 [ 3655 13021]]",0.014267104258014272,0.907354891506822,0.012748294989134866
28,SEX,PINCP,LGBM,l-diversity,2,-0.011314068818306877,-0.01849662350565784,0.09698816528486098,-0.11561257712097983,0.20146199149918242,0.6681285671372784,0.7112992578655796,0.6287535803381687,0.8187943689086753,0.668336469311549,"[[ 8632  8036]
 [ 3012 13610]]",0.011519033555286438,0.6901836072842427,0.010166849200328083
29,SEX,PINCP,LGBM,l-diversity,2,0.17506299166581818,0.13549077358575634,0.027122161924147847,0.08960136831525806,0.10730760213419155,0.7162511264644037,0.7207968786947269,0.7032529703541355,0.7392385109736874,0.7164577884708875,"[[11651  5145]
 [ 4301 12193]]",0.036150161896388186,1.2378417280837777,0.032131843429244876
30,SEX,PINCP,LGBM,l-diversity,2,0.16656996490031944,0.10982739449651047,0.029592150596990163,0.09496651313968196,0.12261251531483686,0.7032442174827276,0.7229125178806832,0.6762699412258606,0.7764656263180093,0.703454762479079,"[[10524  6169]
 [ 3710 12887]]",0.013195095977839166,0.8815194401778176,0.011675655627018328
31,SEX,PINCP,LGBM,l-diversity,2,0.15870559122168848,0.1192771201812608,0.02891838467283525,0.06650947685653624,0.11794819865258233,0.7209071793331331,0.7238191492524003,0.7109904227984116,0.7371193315977478,0.721030899328952,"[[11824  4949]
 [ 4342 12175]]",0.035946698885881104,1.333236572085509,0.03212584492825272
32,SEX,PINCP,LGBM,l-diversity,2,-0.02039026500325669,-0.019546967630715062,0.09404797026425593,-0.12231845520457751,0.19208787671988103,0.6685190747972364,0.7088006333289352,0.6283922889762306,0.8128063910912062,0.6695689377773679,"[[ 8825  7942]
 [ 3093 13430]]",0.011931086685049256,0.7997774357876065,0.010537685610567098
33,SEX,PINCP,LGBM,l-diversity,2,0.18147640755997585,0.12643952977244,0.03637168258808832,0.11484369766091362,0.11336470379361663,0.7036046860919195,0.7311810380057213,0.6687431476128775,0.8064787547328566,0.7036417556019696,"[[10004  6647]
 [ 3220 13419]]",0.022451350631194758,0.9787677837068797,0.020138706933543308
34,SEX,PINCP,LGBM,l-diversity,2,0.18733075573961377,0.129598819808306,0.02340166872494076,0.12916500283672538,0.10415773327152333,0.6964253529588466,0.7182917990745387,0.6640552520358726,0.7821758135016998,0.6973074334484357,"[[10300  6518]
 [ 3588 12884]]",0.012604737997115966,1.0226658464138916,0.011131574092534778
35,SEX,PINCP,LGBM,l-diversity,2,-0.02054638318855473,-0.02308323102731824,0.09673270156860203,-0.12275281906874669,0.1958734026939286,0.6675578251727246,0.7101741521539872,0.6259926131117267,0.8205143721633888,0.6686526528278918,"[[ 8664  8101]
 [ 2966 13559]]",0.011716552102145492,0.6725737236647933,0.010220978845765932
36,SEX,PINCP,LGBM,l-diversity,2,0.18352590417416187,0.13268099547664003,0.02273215411146856,0.09772492183067777,0.11000948875792449,0.7183238209672574,0.7249582025635761,0.7106791649893611,0.7398227969348659,0.718247344445969,"[[11555  5031]
 [ 4346 12358]]",0.03591378537465476,1.2968361765625653,0.03196660631424108
37,SEX,PINCP,LGBM,l-diversity,2,0.17966887256059394,0.12902389846736473,0.031552451744298105,0.11112805743266813,0.11060772537030816,0.7024331631120456,0.7243739565943239,0.6752256458138811,0.7812387468491178,0.702352594497448,"[[10367  6261]
 [ 3645 13017]]",0.013164105067020168,0.9302749308371047,0.011688283240228173
38,SEX,PINCP,LGBM,l-diversity,2,0.18970691434769038,0.12450815916736979,0.03189138468481467,0.12436283676647564,0.11761878775733803,0.7041453890057074,0.7303490759753594,0.6686719807489848,0.8045602605863192,0.7045479617914843,"[[10103  6609]
 [ 3240 13338]]",0.022821498961412418,1.1106661667171362,0.020561262395582716
39,SEX,PINCP,LGBM,l-diversity,2,0.19904015153979915,0.1485425518537279,0.027097824868866693,0.13845032837321364,0.09746774415309489,0.6974466806848904,0.719864271012961,0.6699627252019051,0.7777978122370477,0.6974804578840775,"[[10277  6375]
 [ 3697 12941]]",0.014674201583727703,0.8222709985706476,0.012997832122809213
0,SEX,PINCP,MLP,l-diversity,2,0.17335954546272725,0.1248520895332701,0.028693922732066834,0.08401977000364103,0.12290856248698201,0.7166716731751277,0.7248862443122156,0.7017960013554727,0.7495475931958017,0.71680347587028,"[[11432  5280]
 [ 4152 12426]]",0.0339993331420373,0.9701318526329332,0.030440719138722715
1,SEX,PINCP,MLP,l-diversity,2,0.19038896315983395,0.1390108780655207,0.025017484775209375,0.12759594246063988,0.10035971404131316,0.69939921898468,0.7187385817476601,0.6730890713834492,0.771030573478864,0.6996650443260723,"[[10497  6210]
 [ 3797 12786]]",0.012699085627108067,0.7494265517353428,0.011183490548232823
2,SEX,PINCP,MLP,l-diversity,2,-0.06895892015808558,-0.14177911044477753,-0.039241716957321926,-0.10423899019139163,0.16851066666449943,0.6602883748873536,0.6349226845724247,0.6875961403999441,0.5897451274362818,0.6604157475881378,"[[12147  4468]
 [ 6841  9834]]",0.009895978336632145,0.6216769948201751,0.008647562794379945
3,SEX,PINCP,MLP,l-diversity,2,-0.012894913306395583,-0.02305235337338385,0.09059473539281693,-0.11104716642615803,0.18943609935725514,0.6724241513968159,0.7177283669401807,0.6355842846009261,0.824256837098692,0.670810871494094,"[[ 8521  7949]
 [ 2956 13864]]",0.010291391097683955,0.6137453386428278,0.008927930258101515
4,SEX,PINCP,MLP,l-diversity,2,0.16132063675187674,0.10072343946413598,0.0216395435878034,0.09690270041185423,0.11775066485385532,0.6991288675277861,0.7171580255280696,0.6748870581982461,0.7650780261493041,0.6993185014829668,"[[10576  6117]
 [ 3899 12698]]",0.01362169219806629,0.7747441265627417,0.012217086489173763
5,SEX,PINCP,MLP,l-diversity,2,0.15630225360409716,0.10302196407786668,0.01433005270803589,0.07162191218921177,0.11914184968275232,0.71432862721538,0.7139849624060151,0.7125277627708746,0.7154481345307697,0.7143322473959316,"[[11910  4789]
 [ 4721 11870]]",0.03542550524201159,1.1753502574023604,0.03168390489447831
6,SEX,PINCP,MLP,l-diversity,2,0.20417144293301148,0.1437585730898504,0.02668080034532916,0.14120469449888912,0.10687670943357175,0.7012015620306399,0.7245895284768945,0.6719560416987624,0.786169190098534,0.7012066664177639,"[[10258  6388]
 [ 3559 13085]]",0.012880168449552481,0.7257561974067658,0.011369598810247912
7,SEX,PINCP,MLP,l-diversity,2,0.19390243182837574,0.1400664094824764,0.022312725918936738,0.1373330192351664,0.0960184964394214,0.6957044157404626,0.717228673514962,0.6667185634957704,0.7760193295077016,0.6961363453633518,"[[10313  6422]
 [ 3708 12847]]",0.013852681120238687,0.8516266852715971,0.012379972858736986
8,SEX,PINCP,MLP,l-diversity,2,-0.014078761195091105,-0.021317817927635208,0.09636150447543401,-0.11507736738065455,0.1946952278554296,0.6682787623911084,0.7150855285224077,0.6299090909090909,0.826898979652724,0.6671848960328831,"[[ 8389  8142]
 [ 2901 13858]]",0.012394033137565227,0.6172171682984665,0.010725719096149012
9,SEX,PINCP,MLP,l-diversity,2,0.15512179557877426,0.1088722028465191,0.021232215969624435,0.06900869534636317,0.11413759031195736,0.7179933914088314,0.7206118683411702,0.7142772861356932,0.7270598126351189,0.717989576951049,"[[11795  4843]
 [ 4545 12107]]",0.03489413875820076,1.0918516330894903,0.031210907365297833
10,SEX,PINCP,MLP,l-diversity,2,0.20462193201982526,0.1563193873152664,0.03310307334834628,0.13401454214795994,0.11001181002446747,0.6999098828477021,0.720980895989275,0.6705283391345005,0.7796436122017517,0.7003386868896418,"[[10393  6342]
 [ 3648 12907]]",0.0126256946264127,0.7659256465069828,0.011281033518765521
11,SEX,PINCP,MLP,l-diversity,2,0.19304330450714224,0.1346550592791047,0.037207240630449,0.12437586738618861,0.11802750020967046,0.7039651547011114,0.730347224122363,0.6608566476850706,0.8161692759295499,0.7059061044897484,"[[10089  6849]
 [ 3006 13346]]",0.0215323221402651,0.9256526992491456,0.019315924617748274
