SEED,protected_att,target,method,anon_parameter,fraction,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
16,RAC1P,PINCP,k-anonymity,10,0.8,0.15922977486565604,0.12791019352043798,0.013196108462525724,0.08304884178297528,0.047160931787850524,0.7657029137879243,0.7695194474199387,0.7558558035584709,0.7836861824583577,0.7657355366198026,"[[ 99756  33646]
 [ 28752 104166]]",0.08702496,2.5081650003349885,0.065759346
17,RAC1P,PINCP,k-anonymity,10,0.8,0.1653154817956154,0.1295207989758942,0.010480834993396693,0.0885802253980745,0.0463442336328902,0.7660483628717333,0.7698456673832901,0.7550850343833105,0.7851948971825998,0.7661127057970272,"[[ 99810  33799]
 [ 28507 104204]]",0.08614797,2.3832670531523057,0.06528727
18,RAC1P,PINCP,k-anonymity,10,0.8,0.16420527482875075,0.12677742070482767,0.009602737596383082,0.08793862206501565,0.04791160335987965,0.7650758486031841,0.7689819550038216,0.7539351550168701,0.7846415842181013,0.7651418921681774,"[[ 99626  33985]
 [ 28580 104129]]",0.08665724,2.446466815399534,0.06565602
30,SEX,PINCP,l-diversity,2,0.6,0.19022794900347628,0.1275634722612643,0.030582070778842896,0.1269582954509526,0.10903365459146241,0.7064033243216181,0.7328251926029532,0.6702865334289,0.8082345965610459,0.7067721125632442,"[[60672 39561]
 [19082 80425]]",0.006735607,1.5058021545410156,0.0065301904
19,RAC1P,PINCP,k-anonymity,10,0.8,0.17007214215050842,0.13618882919747932,0.010375015020235745,0.09425906438171522,0.04078910804471769,0.7663712826674677,0.7698385688708699,0.7538651017894661,0.7865036053876736,0.7665001723158278,"[[100044  33974]
 [ 28246 104056]]",0.086685546,2.6904356453232183,0.06565557
20,RAC1P,PINCP,k-anonymity,10,0.8,0.16705144713359676,0.13053690628599723,0.011062360025611562,0.08808264040339633,0.04856294358749802,0.7670471613097026,0.7710380053291607,0.756969253400387,0.7856396140279627,0.7670746267834723,"[[ 99819  33538]
 [ 28502 104461]]",0.08650564,2.2107704546156475,0.065381154
31,SEX,PINCP,l-diversity,2,0.6,0.1893551492958785,0.1262997043241676,0.03082950824131525,0.12601387646303236,0.1093443504478595,0.7066836887954341,0.7336651892260484,0.6729322681254899,0.8064480666793256,0.7064925251985298,"[[60459 39220]
 [19367 80694]]",0.007121847,1.5972578312180898,0.006901474
21,RAC1P,PINCP,k-anonymity,10,0.8,0.1650408005859953,0.12499200834088431,0.005870110169154952,0.09297132597414226,0.04043028068015653,0.7653236707720036,0.7686224858117039,0.7530248955431755,0.7848798965681494,0.7654548148726663,"[[100012  34047]
 [ 28452 103809]]",0.08762519,2.2403202056884766,0.06599246
22,RAC1P,PINCP,k-anonymity,10,0.8,0.16062884857986515,0.1258907208342992,0.010870750342360513,0.08512561555454176,0.04696444432975644,0.7651847401622108,0.7689192385006504,0.7551239621436451,0.783227943390545,0.7652279962682422,"[[ 99740  33740]
 [ 28796 104044]]",0.08639433,2.4516396938554066,0.06537534
23,RAC1P,PINCP,k-anonymity,10,0.8,0.1686429316705404,0.13242114867083576,0.009173316722307256,0.09343586732887188,0.040949418111105085,0.76600705917693,0.7699537448918191,0.7561230260582068,0.7842998638759993,0.7660335341066797,"[[ 99717  33636]
 [ 28681 104286]]",0.0868765,2.317941427230835,0.06565475
35,SEX,PINCP,l-diversity,2,0.6,0.4782501679215635,0.5548146682450437,0.07200113538941866,0.32270641468996564,0.052175663410667816,0.6670171222589366,0.6248307761732852,0.7136230688948731,0.5556893316878869,0.6667935121630569,"[[77845 22226]
 [44284 55385]]",0.004037719,1.4810798168182373,0.003961443
24,RAC1P,PINCP,k-anonymity,10,0.8,0.16155624592277157,0.12554681430824433,0.011152451935764418,0.08479894344894628,0.04960150548115316,0.7653462000600781,0.7695898239469074,0.7548913947617774,0.7848720031284782,0.7653737284142856,"[[ 99461  33887]
 [ 28606 104366]]",0.086115934,2.8983660646270044,0.06527046
36,SEX,PINCP,l-diversity,2,0.6,0.4750188617447625,0.5518884215833613,0.07229306342297548,0.3190162868818965,0.061753277639063464,0.6678081505957745,0.6266906717677506,0.7108632110993401,0.560341271518115,0.6672973062125838,"[[77694 22653]
 [43699 55694]]",0.0036505226,1.471804141998291,0.003581281
25,RAC1P,PINCP,k-anonymity,10,0.8,0.1619137386109163,0.12648709323039964,0.011828948016717744,0.08479571198963426,0.05017040395729877,0.7658944127365576,0.7702619545070988,0.7536957180149126,0.7875728096813328,0.7659675875277208,"[[ 99455  34156]
 [ 28191 104518]]",0.08632122,2.3275052552858466,0.06514771
37,SEX,PINCP,l-diversity,2,0.6,0.4777533258960352,0.5535422102639643,0.07111246520433345,0.32058971953101,0.06532133910620574,0.6695904676078902,0.6292067915454025,0.7111288909208672,0.564209783868205,0.6689350824908465,"[[77749 22746]
 [43250 55995]]",0.0037611038,1.3292094469070435,0.0037020643
26,RAC1P,PINCP,k-anonymity,10,0.8,0.16279352989506396,0.1230288725961024,0.005586792089587789,0.09213445860851086,0.03997578645034461,0.7636489936917994,0.7671764901703316,0.7529696212825279,0.7819297729723209,0.7637218745109635,"[[ 99670  34023]
 [ 28922 103705]]",0.08663094,2.625185480665875,0.065324575
27,RAC1P,PINCP,k-anonymity,10,0.8,0.16061416574772186,0.12659551512702438,0.010270034678091844,0.08715845627870256,0.043458703573460045,0.7648693301291679,0.768439425203198,0.7536794307309537,0.7837890846000075,0.7649534933672536,"[[ 99797  33958]
 [ 28662 103903]]",0.08669944,2.205979108810425,0.06566505
28,RAC1P,PINCP,k-anonymity,10,0.8,0.1642927805294097,0.12461595711058937,0.008299939756695851,0.08959989403139851,0.045474896091383776,0.7660183238209672,0.7705602521429205,0.7545682680242872,0.7872447674506087,0.7660568299854803,"[[ 99367  34035]
 [ 28279 104639]]",0.08733241,2.721557855606079,0.06589842
40,SEX,PINCP,l-diversity,2,0.6,0.7139747004449946,0.6804027040252278,-0.014700723392162551,0.7065647743424673,-0.029978995628057392,0.6187744067287474,0.6293335929513704,0.6112314078500714,0.6485407281811524,0.6188330071197466,"[[58952 41115]
 [35031 64642]]",0.0017956353,1.483736515045166,0.0017738525
29,RAC1P,PINCP,k-anonymity,10,0.8,0.16592020720243628,0.1296359992056526,0.008911436269662065,0.09121943153178705,0.04210419582101099,0.7657404626013818,0.7692341835828845,0.755309875933405,0.7836815290464563,0.7658043671452761,"[[ 99950  33686]
 [ 28702 103982]]",0.08672126,2.878307831717379,0.06577313
41,SEX,PINCP,l-diversity,2,0.6,0.4730180743026995,0.5516982736480254,0.07407934313710485,0.31491579815527954,0.06654217029136777,0.6685391008310804,0.6273275842658681,0.7110336995495667,0.5612541925606599,0.6679122033410624,"[[77811 22646]
 [43560 55723]]",0.003518769,1.401228666305542,0.0034446071
